sentinel_id,thermal_sources,mgrs_tile,scene_date,cloud_cover
S2B_MSIL2A_20260716T055639_N0512_R091_T42SYA_20260716T075902,1,T42SYA,2026-07-16,1.79
S2B_MSIL2A_20260716T055639_N0512_R091_T42SYC_20260716T080726,1,T42SYC,2026-07-16,7.33
S2B_MSIL2A_20260716T055639_N0512_R091_T43SBT_20260716T080726,1,T43SBT,2026-07-16,7.18
S2B_MSIL2A_20260713T054639_N0512_R048_T43SBS_20260713T075616,1,T43SBS,2026-07-13,5.05
S2B_MSIL2A_20260713T054639_N0512_R048_T43SCT_20260713T075616,1,T43SCT,2026-07-13,22.16
S2B_MSIL2A_20260606T055629_N0512_R091_T42RWN_20260606T080123,1,T42RWN,2026-06-06,0.46
S2C_MSIL2A_20260619T051651_N0512_R062_T43QGE_20260619T101809,1,T43QGE,2026-06-19,25.54
S2C_MSIL2A_20260619T051651_N0512_R062_T43QGG_20260619T101809,1,T43QGG,2026-06-19,24.44
S2C_MSIL2A_20260619T051651_N0512_R062_T43QHB_20260619T101809,1,T43QHB,2026-06-19,25.35
S2C_MSIL2A_20260619T051651_N0512_R062_T43QHE_20260619T101809,1,T43QHE,2026-06-19,5.66
S2C_MSIL2A_20260619T051651_N0512_R062_T44QLK_20260619T101809,1,T44QLK,2026-06-19,6.18
S2C_MSIL2A_20260619T051651_N0512_R062_T44QLL_20260619T101809,1,T44QLL,2026-06-19,13.89
S2C_MSIL2A_20260618T054641_N0512_R048_T43RBK_20260618T085419,1,T43RBK,2026-06-18,1.73
S2C_MSIL2A_20260618T054641_N0512_R048_T43SBR_20260618T085419,1,T43SBR,2026-06-18,0.9
S2B_MSIL2A_20260719T060629_N0512_R134_T42RVS_20260719T081927,1,T42RVS,2026-07-19,13.3
S2C_MSIL2A_20260622T052641_N0512_R105_T43RDK_20260622T102411,1,T43RDK,2026-06-22,9.75
S2C_MSIL2A_20260622T052641_N0512_R105_T43REJ_20260622T102411,1,T43REJ,2026-06-22,12.49
S2C_MSIL2A_20260622T052641_N0512_R105_T43REK_20260622T102411,1,T43REK,2026-06-22,1.65
S2C_MSIL2A_20260619T051651_N0512_R062_T44RMR_20260619T101809,1,T44RMR,2026-06-19,0.0
S2A_MSIL2A_20260620T055251_N0512_R048_T42QWJ_20260620T105812,1,T42QWJ,2026-06-20,14.5
S2A_MSIL2A_20260620T055251_N0512_R048_T42RYR_20260620T105812,1,T42RYR,2026-06-20,0.11
S2A_MSIL2A_20260620T055251_N0512_R048_T43SCR_20260620T105812,1,T43SCR,2026-06-20,18.64
S2A_MSIL2A_20260621T052241_N0512_R062_T43QGD_20260621T101812,1,T43QGD,2026-06-21,29.15
S2A_MSIL2A_20260621T052241_N0512_R062_T43QGE_20260621T101812,1,T43QGE,2026-06-21,25.55
S2A_MSIL2A_20260621T052241_N0512_R062_T43RGH_20260621T101812,1,T43RGH,2026-06-21,29.82
S2C_MSIL2A_20260620T044701_N0512_R076_T45QWG_20260620T095614,1,T45QWG,2026-06-20,5.53
S2B_MSIL2A_20260716T055639_N0512_R091_T42RVU_20260716T075902,1,T42RVU,2026-07-16,3.97
S2B_MSIL2A_20260716T055639_N0512_R091_T42RWR_20260716T075902,1,T42RWR,2026-07-16,0.09
S2B_MSIL2A_20260716T055639_N0512_R091_T42RWS_20260716T075902,1,T42RWS,2026-07-16,1.08
S2B_MSIL2A_20260716T055639_N0512_R091_T42RXQ_20260716T075902,1,T42RXQ,2026-07-16,5.42
S2B_MSIL2A_20260716T055639_N0512_R091_T42RXU_20260716T075902,1,T42RXU,2026-07-16,1.43
S2C_MSIL2A_20260621T055631_N0512_R091_T42RVT_20260621T085315,1,T42RVT,2026-06-21,0.21
S2B_MSIL2A_20260606T055629_N0512_R091_T42RWT_20260606T080123,1,T42RWT,2026-06-06,0.04
S2B_MSIL2A_20260606T055629_N0512_R091_T42RXT_20260606T080123,1,T42RXT,2026-06-06,0.16
S2B_MSIL2A_20260606T055629_N0512_R091_T42SXA_20260606T080123,1,T42SXA,2026-06-06,2.04
S2B_MSIL2A_20260606T055629_N0512_R091_T42SYB_20260606T080123,1,T42SYB,2026-06-06,0.82
S2B_MSIL2A_20260606T055629_N0512_R091_T42SYC_20260606T080123,1,T42SYC,2026-06-06,0.2
S2B_MSIL2A_20260714T051649_N0512_R062_T43RGK_20260714T090106,1,T43RGK,2026-07-14,0.52
S2B_MSIL2A_20260714T051649_N0512_R062_T43RGL_20260714T090106,1,T43RGL,2026-07-14,6.07
S2B_MSIL2A_20260708T045659_N0512_R119_T44PKR_20260708T084403,1,T44PKR,2026-07-08,14.92
S2C_MSIL2A_20260621T055631_N0512_R091_T42RWN_20260621T085315,1,T42RWN,2026-06-21,17.96
S2C_MSIL2A_20260621T055631_N0512_R091_T42RWR_20260621T085315,1,T42RWR,2026-06-21,0.73
S2C_MSIL2A_20260621T055631_N0512_R091_T42RWU_20260621T085315,1,T42RWU,2026-06-21,0.0
S2C_MSIL2A_20260621T055631_N0512_R091_T42RXV_20260621T085315,1,T42RXV,2026-06-21,0.25
S2C_MSIL2A_20260621T055631_N0512_R091_T42SYA_20260621T085315,1,T42SYA,2026-06-21,1.26
S2C_MSIL2A_20260621T055631_N0512_R091_T42SYC_20260621T085315,1,T42SYC,2026-06-21,4.69
S2C_MSIL2A_20260621T055631_N0512_R091_T42SYD_20260621T092656,1,T42SYD,2026-06-21,18.37
S2B_MSIL2A_20260708T045659_N0512_R119_T44PLQ_20260708T084403,1,T44PLQ,2026-07-08,6.5
S2B_MSIL2A_20260708T045659_N0512_R119_T44QPD_20260708T084403,1,T44QPD,2026-07-08,19.48
S2B_MSIL2A_20260709T060629_N0512_R134_T42RVS_20260709T081756,1,T42RVS,2026-07-09,9.54
S2B_MSIL2A_20260711T050649_N0512_R019_T44PKT_20260711T085428,1,T44PKT,2026-07-11,7.51
S2B_MSIL2A_20260713T054639_N0512_R048_T42QYL_20260713T075616,1,T42QYL,2026-07-13,23.43
S2B_MSIL2A_20260706T055629_N0512_R091_T42SYC_20260706T075948,1,T42SYC,2026-07-06,14.85
S2B_MSIL2A_20260708T045659_N0512_R119_T44NLN_20260708T084403,1,T44NLN,2026-07-08,13.59
S2C_MSIL2A_20260623T045701_N0512_R119_T44QNJ_20260623T100125,1,T44QNJ,2026-06-23,25.63
S2C_MSIL2A_20260623T045701_N0512_R119_T44RPQ_20260623T100125,1,T44RPQ,2026-06-23,0.59
S2C_MSIL2A_20260623T045701_N0512_R119_T44RQP_20260623T100125,1,T44RQP,2026-06-23,1.02
S2C_MSIL2A_20260623T045701_N0512_R119_T44RQQ_20260623T100125,1,T44RQQ,2026-06-23,1.59
S2C_MSIL2A_20260623T045701_N0512_R119_T45QTG_20260623T100125,1,T45QTG,2026-06-23,0.96
S2C_MSIL2A_20260623T045701_N0512_R119_T45RTJ_20260623T100125,1,T45RTJ,2026-06-23,9.59
S2C_MSIL2A_20260625T053641_N0512_R005_T42QYJ_20260625T101830,1,T42QYJ,2026-06-25,25.51
S2C_MSIL2A_20260621T055631_N0512_R091_T42RVP_20260621T085315,1,T42RVP,2026-06-21,0.89
S2C_MSIL2A_20260621T055631_N0512_R091_T42RVQ_20260621T085315,1,T42RVQ,2026-06-21,0.07
S2C_MSIL2A_20260625T053641_N0512_R005_T43RDN_20260625T101830,1,T43RDN,2026-06-25,0.0
S2C_MSIL2A_20260625T053641_N0512_R005_T43REN_20260625T101830,1,T43REN,2026-06-25,0.06
S2B_MSIL2A_20260607T052639_N0512_R105_T43QFD_20260607T091704,1,T43QFD,2026-06-07,12.13
S2B_MSIL2A_20260607T052639_N0512_R105_T43QFE_20260607T091704,1,T43QFE,2026-06-07,13.84
S2B_MSIL2A_20260607T052639_N0512_R105_T43QFF_20260607T091704,1,T43QFF,2026-06-07,22.47
S2B_MSIL2A_20260607T052639_N0512_R105_T43RDH_20260607T091704,1,T43RDH,2026-06-07,0.0
S2B_MSIL2A_20260607T052639_N0512_R105_T43REH_20260607T091704,1,T43REH,2026-06-07,1.57
S2B_MSIL2A_20260703T054639_N0512_R048_T43RBK_20260703T075529,1,T43RBK,2026-07-03,23.68
S2B_MSIL2A_20260703T054639_N0512_R048_T43SCS_20260703T075529,1,T43SCS,2026-07-03,24.18
S2A_MSIL2A_20260608T051241_N0512_R019_T44RPS_20260608T101613,1,T44RPS,2026-06-08,28.23
S2A_MSIL2A_20260610T041211_N0512_R047_T46QHJ_20260610T074520,1,T46QHJ,2026-06-10,15.8
S2A_MSIL2A_20260612T045231_N0512_R076_T44QRH_20260612T095610,1,T44QRH,2026-06-12,21.78
S2A_MSIL2A_20260612T045231_N0512_R076_T45QTC_20260612T095610,1,T45QTC,2026-06-12,18.38
S2A_MSIL2A_20260612T045231_N0512_R076_T45QVE_20260612T095610,1,T45QVE,2026-06-12,25.18
S2C_MSIL2A_20260622T052641_N0512_R105_T43RGH_20260622T102411,1,T43RGH,2026-06-22,27.01
S2C_MSIL2A_20260622T052641_N0512_R105_T43RGJ_20260622T102411,1,T43RGJ,2026-06-22,3.84
S2B_MSIL2A_20260609T060629_N0512_R134_T42SVB_20260609T081709,1,T42SVB,2026-06-09,0.42
S2B_MSIL2A_20260627T052639_N0512_R105_T44SMF_20260627T091125,1,T44SMF,2026-06-27,19.55
S2B_MSIL2A_20260628T045659_N0512_R119_T44PMU_20260628T084920,1,T44PMU,2026-06-28,24.25
S2B_MSIL2A_20260705T044659_N0512_R076_T45RWM_20260705T083506,1,T45RWM,2026-07-05,27.68
S2B_MSIL2A_20260705T044659_N0512_R076_T45SWU_20260705T083506,1,T45SWU,2026-07-05,10.03
S2B_MSIL2A_20260706T055629_N0512_R091_T42RWN_20260706T075948,1,T42RWN,2026-07-06,5.84
S2B_MSIL2A_20260706T055629_N0512_R091_T42RWS_20260706T075948,1,T42RWS,2026-07-06,29.98
S2B_MSIL2A_20260706T055629_N0512_R091_T42RXS_20260706T075948,1,T42RXS,2026-07-06,19.3
S2B_MSIL2A_20260706T055629_N0512_R091_T42SXD_20260706T081350,1,T42SXD,2026-07-06,4.52
S2B_MSIL2A_20260702T043659_N0512_R033_T45RYN_20260702T082247,1,T45RYN,2026-07-02,8.62
S2B_MSIL2A_20260702T043659_N0512_R033_T46RCT_20260702T082247,1,T46RCT,2026-07-02,13.04
S2B_MSIL2A_20260702T043659_N0512_R033_T46SBC_20260702T082247,1,T46SBC,2026-07-02,3.53
S2B_MSIL2A_20260702T043659_N0512_R033_T46SDC_20260702T082247,1,T46SDC,2026-07-02,1.71
S2C_MSIL2A_20260626T050651_N0512_R019_T44RPQ_20260626T100609,1,T44RPQ,2026-06-26,19.19
S2C_MSIL2A_20260628T054641_N0512_R048_T42QYJ_20260628T085710,1,T42QYJ,2026-06-28,28.2
S2C_MSIL2A_20260628T054641_N0512_R048_T42QYM_20260628T085710,1,T42QYM,2026-06-28,12.78
S2C_MSIL2A_20260705T053641_N0512_R005_T43REN_20260705T101824,1,T43REN,2026-07-05,21.11
S2C_MSIL2A_20260705T053641_N0512_R005_T43REP_20260705T101824,1,T43REP,2026-07-05,27.61
S2C_MSIL2A_20260705T053641_N0512_R005_T43RFP_20260705T101824,1,T43RFP,2026-07-05,21.06
S2C_MSIL2A_20260628T054641_N0512_R048_T42RXN_20260628T085710,1,T42RXN,2026-06-28,9.76
S2C_MSIL2A_20260628T054641_N0512_R048_T42SYA_20260628T085710,1,T42SYA,2026-06-28,0.05
S2C_MSIL2A_20260628T054641_N0512_R048_T43SDT_20260628T085710,1,T43SDT,2026-06-28,28.11
S2C_MSIL2A_20260628T054641_N0512_R048_T43SDV_20260628T085710,1,T43SDV,2026-06-28,13.42
S2C_MSIL2A_20260630T050601_N0512_R076_T44NNM_20260630T091320,1,T44NNM,2026-06-30,14.29
S2C_MSIL2A_20260626T050651_N0512_R019_T44QNK_20260626T100609,1,T44QNK,2026-06-26,24.34
S2C_MSIL2A_20260626T050651_N0512_R019_T44RLP_20260626T100609,1,T44RLP,2026-06-26,14.47
S2B_MSIL2A_20260703T040539_N0512_R047_T47RKQ_20260703T060638,1,T47RKQ,2026-07-03,29.95
S2B_MSIL2A_20260703T054639_N0512_R048_T42RYR_20260703T075529,1,T42RYR,2026-07-03,2.01
S2B_MSIL2A_20260607T052639_N0512_R105_T43RGN_20260607T091704,1,T43RGN,2026-06-07,16.32
S2B_MSIL2A_20260607T052639_N0512_R105_T44RKU_20260607T091704,1,T44RKU,2026-06-07,8.29
S2B_MSIL2A_20260608T045659_N0512_R119_T45RTK_20260608T084805,1,T45RTK,2026-06-08,18.47
S2B_MSIL2A_20260608T045659_N0512_R119_T45RUJ_20260608T084805,1,T45RUJ,2026-06-08,6.41
S2B_MSIL2A_20260626T055629_N0512_R091_T42RVQ_20260626T080048,1,T42RVQ,2026-06-26,2.69
S2B_MSIL2A_20260626T055629_N0512_R091_T42RWR_20260626T080048,1,T42RWR,2026-06-26,3.51
S2B_MSIL2A_20260628T045659_N0512_R119_T44PMV_20260628T084920,1,T44PMV,2026-06-28,15.22
S2B_MSIL2A_20260629T042659_N0512_R133_T46SFF_20260629T062831,1,T46SFF,2026-06-29,7.23
S2B_MSIL2A_20260629T060629_N0512_R134_T42SWD_20260629T081401,1,T42SWD,2026-06-29,0.07
S2B_MSIL2A_20260629T060629_N0512_R134_T42SWF_20260629T081401,1,T42SWF,2026-06-29,16.25
S2B_MSIL2A_20260630T053639_N0512_R005_T43RBJ_20260630T091701,1,T43RBJ,2026-06-30,25.3
S2B_MSIL2A_20260630T053639_N0512_R005_T43RDN_20260630T091701,1,T43RDN,2026-06-30,10.83
S2B_MSIL2A_20260630T053639_N0512_R005_T43REK_20260630T091701,1,T43REK,2026-06-30,6.65
S2B_MSIL2A_20260610T053639_N0512_R005_T43REK_20260610T091702,1,T43REK,2026-06-10,1.48
S2B_MSIL2A_20260626T055629_N0512_R091_T42RXQ_20260626T080048,1,T42RXQ,2026-06-26,0.0
S2B_MSIL2A_20260626T055629_N0512_R091_T42RXV_20260626T080048,1,T42RXV,2026-06-26,3.99
S2C_MSIL2A_20260701T055631_N0512_R091_T42SXB_20260701T090214,1,T42SXB,2026-07-01,5.73
S2C_MSIL2A_20260704T042701_N0512_R133_T46RBT_20260704T080800,1,T46RBT,2026-07-04,20.26
S2C_MSIL2A_20260704T042701_N0512_R133_T46RCV_20260704T080800,1,T46RCV,2026-07-04,1.78
S2C_MSIL2A_20260704T042701_N0512_R133_T46REQ_20260704T071504,1,T46REQ,2026-07-04,7.27
S2B_MSIL2A_20260610T053639_N0512_R005_T43RBH_20260610T091702,1,T43RBH,2026-06-10,1.38
S2B_MSIL2A_20260610T053639_N0512_R005_T43RCJ_20260610T091702,1,T43RCJ,2026-06-10,0.15
S2B_MSIL2A_20260610T053639_N0512_R005_T43RDH_20260610T091702,1,T43RDH,2026-06-10,0.31
S2B_MSIL2A_20260624T051649_N0512_R062_T44RKN_20260624T090105,1,T44RKN,2026-06-24,6.89
S2B_MSIL2A_20260624T051649_N0512_R062_T44RLN_20260624T090105,1,T44RLN,2026-06-24,5.59
S2A_MSIL2A_20260607T054251_N0512_R005_T42QYM_20260607T102857,1,T42QYM,2026-06-07,5.29
S2A_MSIL2A_20260607T054251_N0512_R005_T43RBH_20260607T102857,1,T43RBH,2026-06-07,0.03
S2A_MSIL2A_20260607T054251_N0512_R005_T43RDP_20260607T102857,1,T43RDP,2026-06-07,0.0
S2C_MSIL2A_20260701T055631_N0512_R091_T42RVQ_20260701T090214,1,T42RVQ,2026-07-01,0.73
S2C_MSIL2A_20260701T055631_N0512_R091_T42RWQ_20260701T090214,1,T42RWQ,2026-07-01,16.25
S2C_MSIL2A_20260701T055631_N0512_R091_T42RWS_20260701T090214,1,T42RWS,2026-07-01,0.82
S2B_MSIL2A_20260626T055629_N0512_R091_T42SYB_20260626T080048,1,T42SYB,2026-06-26,15.56
S2B_MSIL2A_20260627T052639_N0512_R105_T43QDG_20260627T091125,1,T43QDG,2026-06-27,7.2
S2B_MSIL2A_20260627T052639_N0512_R105_T43REN_20260627T091125,1,T43REN,2026-06-27,0.05
S2B_MSIL2A_20260627T052639_N0512_R105_T43RFJ_20260627T091125,1,T43RFJ,2026-06-27,0.6
S2B_MSIL2A_20260627T052639_N0512_R105_T44RKT_20260627T091125,1,T44RKT,2026-06-27,1.5
S2B_MSIL2A_20260625T044659_N0512_R076_T44QQG_20260625T082801,1,T44QQG,2026-06-25,24.79
S2B_MSIL2A_20260625T044659_N0512_R076_T45RVH_20260625T083525,1,T45RVH,2026-06-25,5.92
S2B_MSIL2A_20260625T050559_N0512_R076_T44NNM_20260625T082928,1,T44NNM,2026-06-25,1.71
S2B_MSIL2A_20260611T050649_N0512_R019_T44QML_20260611T085745,1,T44QML,2026-06-11,1.18
S2B_MSIL2A_20260623T054639_N0512_R048_T43RBM_20260623T075208,1,T43RBM,2026-06-23,0.16
S2B_MSIL2A_20260623T054639_N0512_R048_T43SBR_20260623T075208,1,T43SBR,2026-06-23,5.77
S2C_MSIL2A_20260708T040541_N0512_R047_T47SMS_20260708T073514,1,T47SMS,2026-07-08,12.71
S2C_MSIL2A_20260708T054641_N0512_R048_T42RYR_20260708T085213,1,T42RYR,2026-07-08,17.89
S2A_MSIL2A_20260605T050231_N0512_R119_T44RPP_20260605T100518,1,T44RPP,2026-06-05,1.06
S2A_MSIL2A_20260605T050231_N0512_R119_T44RPQ_20260605T100518,1,T44RPQ,2026-06-05,0.07
S2A_MSIL2A_20260605T050231_N0512_R119_T44RQR_20260605T100518,1,T44RQR,2026-06-05,11.52
S2A_MSIL2A_20260605T050231_N0512_R119_T45RTK_20260605T100518,1,T45RTK,2026-06-05,7.02
S2A_MSIL2A_20260605T050231_N0512_R119_T45RTL_20260605T100518,1,T45RTL,2026-06-05,5.43
S2B_MSIL2A_20260626T055629_N0512_R091_T42RWS_20260626T080048,1,T42RWS,2026-06-26,2.56
S2B_MSIL2A_20260626T055629_N0512_R091_T42RWT_20260626T080048,1,T42RWT,2026-06-26,0.0
S2B_MSIL2A_20260609T060629_N0512_R134_T42SWD_20260609T081709,1,T42SWD,2026-06-09,0.13
S2B_MSIL2A_20260611T050649_N0512_R019_T44QLM_20260611T085745,1,T44QLM,2026-06-11,1.69
S2B_MSIL2A_20260611T050649_N0512_R019_T43QHA_20260611T085745,1,T43QHA,2026-06-11,12.43
S2B_MSIL2A_20260611T050649_N0512_R019_T44QKD_20260611T085745,1,T44QKD,2026-06-11,19.09
S2B_MSIL2A_20260621T050649_N0512_R019_T44QNK_20260621T085550,1,T44QNK,2026-06-21,6.24
S2B_MSIL2A_20260621T050649_N0512_R019_T44RLN_20260621T085550,1,T44RLN,2026-06-21,25.19
S2B_MSIL2A_20260621T050649_N0512_R019_T44RNP_20260621T085159,1,T44RNP,2026-06-21,13.78
S2C_MSIL2A_20260708T054641_N0512_R048_T43SBU_20260708T085213,1,T43SBU,2026-07-08,12.63
S2C_MSIL2A_20260710T050601_N0512_R076_T44NNM_20260710T091011,1,T44NNM,2026-07-10,1.49
S2C_MSIL2A_20260710T050601_N0512_R076_T44PNQ_20260710T091011,1,T44PNQ,2026-07-10,2.27
S2C_MSIL2A_20260711T055631_N0512_R091_T42RVP_20260711T090217,1,T42RVP,2026-07-11,9.65
S2C_MSIL2A_20260711T055631_N0512_R091_T42RVS_20260711T090217,1,T42RVS,2026-07-11,1.74
S2C_MSIL2A_20260711T055631_N0512_R091_T42RWT_20260711T090217,1,T42RWT,2026-07-11,0.0
S2C_MSIL2A_20260711T055631_N0512_R091_T42RXR_20260711T090217,1,T42RXR,2026-07-11,28.32
S2C_MSIL2A_20260706T050651_N0512_R019_T44RMR_20260706T100438,1,T44RMR,2026-07-06,20.88
S2C_MSIL2A_20260707T043701_N0512_R033_T45RXN_20260707T094314,1,T45RXN,2026-07-07,8.74
S2C_MSIL2A_20260707T043701_N0512_R033_T45RYN_20260707T094314,1,T45RYN,2026-07-07,10.73
S2B_MSIL2A_20260613T054639_N0512_R048_T42RWN_20260613T075254,1,T42RWN,2026-06-13,19.11
S2B_MSIL2A_20260613T054639_N0512_R048_T42RXQ_20260613T075254,1,T42RXQ,2026-06-13,22.23
S2B_MSIL2A_20260619T060629_N0512_R134_T42SWD_20260619T081153,1,T42SWD,2026-06-19,2.49
S2B_MSIL2A_20260620T053639_N0512_R005_T42QYG_20260620T091923,1,T42QYG,2026-06-20,18.26
S2C_MSIL2A_20260712T052651_N0512_R105_T43RGL_20260712T104114,1,T43RGL,2026-07-12,0.21
S2C_MSIL2A_20260713T045701_N0512_R119_T44PLR_20260713T095014,1,T44PLR,2026-07-13,22.32
S2C_MSIL2A_20260713T045701_N0512_R119_T44PLV_20260713T095014,1,T44PLV,2026-07-13,26.31
S2C_MSIL2A_20260713T045701_N0512_R119_T44PMA_20260713T095014,1,T44PMA,2026-07-13,16.94
S2C_MSIL2A_20260714T060631_N0512_R134_T42SVF_20260714T093516,1,T42SVF,2026-07-14,0.41
S2C_MSIL2A_20260715T053641_N0512_R005_T43RDN_20260715T101509,1,T43RDN,2026-07-15,0.08
S2A_MSIL2A_20260605T050231_N0512_R119_T45RTH_20260605T100518,1,T45RTH,2026-06-05,10.01
S2C_MSIL2A_20260708T054641_N0512_R048_T42SYD_20260708T085213,1,T42SYD,2026-07-08,11.58
S2B_MSIL2A_20260623T054639_N0512_R048_T42RXR_20260623T075208,1,T42RXR,2026-06-23,0.0
S2B_MSIL2A_20260623T054639_N0512_R048_T42RYV_20260623T075208,1,T42RYV,2026-06-23,2.8
S2B_MSIL2A_20260623T054639_N0512_R048_T43RBJ_20260623T075208,1,T43RBJ,2026-06-23,5.87
S2B_MSIL2A_20260611T050649_N0512_R019_T44QLK_20260611T085745,1,T44QLK,2026-06-11,0.49
S2C_MSIL2A_20260715T053641_N0512_R005_T43REM_20260715T101509,1,T43REM,2026-07-15,2.86
S2B_MSIL2A_20260613T054639_N0512_R048_T42RYV_20260613T075254,1,T42RYV,2026-06-13,0.0
S2B_MSIL2A_20260613T054639_N0512_R048_T43RBJ_20260613T075254,1,T43RBJ,2026-06-13,25.25
S2B_MSIL2A_20260614T051649_N0512_R062_T43QEV_20260614T091016,1,T43QEV,2026-06-14,22.89
S2B_MSIL2A_20260617T052649_N0512_R105_T44RKT_20260617T104156,1,T44RKT,2026-06-17,0.72
S2B_MSIL2A_20260618T045659_N0512_R119_T44QPH_20260618T084549,1,T44QPH,2026-06-18,21.27
S2B_MSIL2A_20260618T045659_N0512_R119_T44QPM_20260618T084549,1,T44QPM,2026-06-18,22.84
S2A_MSIL2A_20260605T050231_N0512_R119_T44PLT_20260605T100518,1,T44PLT,2026-06-05,3.55
S2A_MSIL2A_20260605T050231_N0512_R119_T44PMB_20260605T100518,1,T44PMB,2026-06-05,20.69
S2A_MSIL2A_20260605T050231_N0512_R119_T44QMF_20260605T100518,1,T44QMF,2026-06-05,8.32
S2C_MSIL2A_20260715T053641_N0512_R005_T43REP_20260715T101509,1,T43REP,2026-07-15,4.93
S2C_MSIL2A_20260712T052651_N0512_R105_T43NBH_20260712T101415,1,T43NBH,2026-07-12,3.92
S2C_MSIL2A_20260712T052651_N0512_R105_T43RFL_20260712T104114,1,T43RFL,2026-07-12,0.28
S2B_MSIL2A_20260611T050649_N0512_R019_T44QNM_20260611T085745,1,T44QNM,2026-06-11,1.73
S2B_MSIL2A_20260611T050649_N0512_R019_T44RPN_20260611T085745,1,T44RPN,2026-06-11,24.17
S2B_MSIL2A_20260613T054639_N0512_R048_T42QWK_20260613T075254,1,T42QWK,2026-06-13,26.4
S2C_MSIL2A_20260718T054641_N0512_R048_T42RXT_20260718T085552,1,T42RXT,2026-07-18,3.92
S2C_MSIL2A_20260718T054641_N0512_R048_T42RYQ_20260718T085552,1,T42RYQ,2026-07-18,5.96
S2B_MSIL2A_20260618T045659_N0512_R119_T44QQH_20260618T084549,1,T44QQH,2026-06-18,25.82
S2B_MSIL2A_20260618T045659_N0512_R119_T44QQL_20260618T084549,1,T44QQL,2026-06-18,29.73
S2B_MSIL2A_20260618T045659_N0512_R119_T44RPQ_20260618T084549,1,T44RPQ,2026-06-18,2.64
S2B_MSIL2A_20260618T045659_N0512_R119_T45RTH_20260618T084549,1,T45RTH,2026-06-18,3.3
S2B_MSIL2A_20260618T045659_N0512_R119_T45RUJ_20260618T084549,1,T45RUJ,2026-06-18,11.45
S2B_MSIL2A_20260617T052649_N0512_R105_T43QFC_20260617T104156,1,T43QFC,2026-06-17,24.51
S2B_MSIL2A_20260617T052649_N0512_R105_T43QFG_20260617T104156,1,T43QFG,2026-06-17,21.95
S2C_MSIL2A_20260718T054641_N0512_R048_T42SYA_20260718T085552,1,T42SYA,2026-07-18,0.58
S2C_MSIL2A_20260718T054641_N0512_R048_T43RBL_20260718T085552,1,T43RBL,2026-07-18,4.22
S2C_MSIL2A_20260718T054641_N0512_R048_T43SBS_20260718T085552,1,T43SBS,2026-07-18,11.49
S2C_MSIL2A_20260719T051651_N0512_R062_T44SMF_20260719T101315,1,T44SMF,2026-07-19,12.62
S2C_MSIL2A_20260723T045701_N0512_R119_T44NLN_20260723T095515,1,T44NLN,2026-07-23,25.11
S2C_MSIL2A_20260723T045701_N0512_R119_T44PMA_20260723T095515,1,T44PMA,2026-07-23,26.89
S2C_MSIL2A_20260728T054641_N0512_R048_T42RXR_20260728T085814,1,T42RXR,2026-07-28,6.19
S2A_MSIL2A_20260604T053241_N0512_R105_T43RGM_20260604T090112,1,T43RGM,2026-06-04,1.07
S2A_MSIL2A_20260604T053241_N0512_R105_T43RGP_20260604T090112,1,T43RGP,2026-06-04,14.33
S2A_MSIL2A_20260605T050231_N0512_R119_T44PKR_20260605T100518,1,T44PKR,2026-06-05,8.37
S2A_MSIL2A_20260605T050231_N0512_R119_T44PKS_20260605T100518,1,T44PKS,2026-06-05,1.62
S2C_MSIL2A_20260728T054641_N0512_R048_T42RXT_20260728T085814,1,T42RXT,2026-07-28,1.1
S2C_MSIL2A_20260728T054641_N0512_R048_T42SYA_20260728T085814,1,T42SYA,2026-07-28,16.06
S2C_MSIL2A_20260728T054641_N0512_R048_T43RBQ_20260728T085814,1,T43RBQ,2026-07-28,14.37
S2C_MSIL2A_20260728T054641_N0512_R048_T43SBR_20260728T085814,1,T43SBR,2026-07-28,15.33
S2C_MSIL2A_20260728T054641_N0512_R048_T43SBT_20260728T085814,1,T43SBT,2026-07-28,14.51
S2C_MSIL2A_20260729T051651_N0512_R062_T44SMF_20260729T101458,1,T44SMF,2026-07-29,8.58
S2C_MSIL2A_20260731T055641_N0512_R091_T42RVP_20260731T084355,1,T42RVP,2026-07-31,21.0
S2C_MSIL2A_20260802T045701_N0512_R119_T44QPE_20260802T095114,1,T44QPE,2026-08-02,27.61
S2C_MSIL2A_20260803T042701_N0512_R133_T46SEF_20260803T073214,1,T46SEF,2026-08-03,12.38
S2C_MSIL2A_20260803T042701_N0512_R133_T46SFF_20260803T073214,1,T46SFF,2026-08-03,7.53
S2C_MSIL2A_20260803T042701_N0512_R133_T46SGF_20260803T073214,1,T46SGF,2026-08-03,13.12
S2C_MSIL2A_20260803T060631_N0512_R134_T42SVE_20260803T093227,1,T42SVE,2026-08-03,0.07
S2B_MSIL2A_20260614T051649_N0512_R062_T44QKH_20260614T091016,1,T44QKH,2026-06-14,18.84
S2B_MSIL2A_20260615T044659_N0512_R076_T44QRG_20260615T083228,1,T44QRG,2026-06-15,9.5
S2B_MSIL2A_20260615T044659_N0512_R076_T44RRN_20260615T083228,1,T44RRN,2026-06-15,13.1
S2B_MSIL2A_20260617T052649_N0512_R105_T43REH_20260617T104156,1,T43REH,2026-06-17,21.41
S2B_MSIL2A_20260617T052649_N0512_R105_T43REJ_20260617T104156,1,T43REJ,2026-06-17,0.85
