thermal_source_id,latitude,longitude,mean_frp,max_frp,total_detections,active_days,persistence_score,recent_activity_rate,previous_23d_activity_rate,activity_change,recent_activity_status,activity_surge,strong_activity_surge,newly_emerging,high_recent_intensity,low_persistence,established_source,anomaly_score,anomaly_status,label,label_confidence,classification,classification_confidence,classification_source,confidence_type,industrial_context_score,classification_risk,anomaly_risk,industrial_risk,thermal_intensity_risk,risk_score,risk_band,sentinel_id,mgrs_tile,scene_date,cloud_cover,date_difference_days,evidence_available,evidence_quality,satellite_image_path,satellite_evidence_status
49,28.05412,95.42569,4.195,6.8,4,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,65.5421686746988,16.83,LOW,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,70.0,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
50,28.06181,95.35737,5.075714285714286,5.94,7,3,2.67,0.0,0.0434782608695652,-0.0434782608695652,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,57.25301204819277,15.59,LOW,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,1.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
51,28.06805,95.37717,9.305,11.38,2,2,2.11,0.0,0.0434782608695652,-0.0434782608695652,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,20,0,100.0,28.0,LOW,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,1.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
52,28.06928,95.41044,3.83,3.83,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,36.91566265060241,12.54,LOW,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,70.0,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
53,28.11964,95.46532,14.18375,28.66,8,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Wildfire / Forest Fire,MEDIUM,Wildfire / Forest Fire,98.33,Random Forest v1,Random Forest probability,0,70,20,0,100.0,45.5,MODERATE,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,70.0,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
54,28.13004,95.3165,2.94,2.94,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,28.33734939759036,11.25,LOW,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,70.0,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
55,28.14428,95.39355,2.64,2.64,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,25.44578313253012,10.82,LOW,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,70.0,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
56,28.18041,95.67922,4.53,4.53,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,43.66265060240964,13.55,LOW,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,70.0,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
57,28.27034,95.04114,2.52,2.52,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,24.289156626506024,10.64,LOW,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,70.0,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
58,28.3723,95.2765,21.68,21.68,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Wildfire / Forest Fire,MEDIUM,Wildfire / Forest Fire,96.67,Random Forest v1,Random Forest probability,0,70,20,0,100.0,45.5,MODERATE,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,T46RGS,2026-08-10,27.19,70.0,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,AVAILABLE
59,28.94188,94.84824,3.61,3.61,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,34.795180722891565,12.22,LOW,,,,,,,,,UNAVAILABLE
60,29.4775,94.44587,4.904999999999999,6.35,2,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,61.20481927710844,16.18,LOW,,,,,,,,,UNAVAILABLE
61,29.62329,91.07047,18.37,18.37,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Industrial Fire,MEDIUM,Industrial Fire,99.0,Random Forest v1,Random Forest probability,23,90,20,23,100.0,57.1,MODERATE,S2B_MSIL2A_20260602T043659_N0512_R033_T46RCT_20260602T081357,T46RCT,2026-06-02,16.88,1.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260602T043659_N0512_R033_T46RCT_20260602T081357.jpg,AVAILABLE
62,7.12466,80.7234,4.47,4.47,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,25,20,0,25,43.08433734939759,18.46,LOW,S2B_MSIL2A_20260625T050559_N0512_R076_T44NMN_20260625T082928,T44NMN,2026-06-25,21.3,24.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260625T050559_N0512_R076_T44NMN_20260625T082928.jpg,AVAILABLE
63,8.74789,78.078,3.99,6.06,2,2,1.11,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,58.409638554216855,18.76,LOW,,,,,,,,,UNAVAILABLE
64,8.74138,77.75715,3.89,3.89,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,37.493975903614455,15.62,LOW,S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146,T43PHK,2026-06-01,1.55,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146.jpg,AVAILABLE
65,8.80227,77.90195,10.95,10.95,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Industrial Fire,MEDIUM,Industrial Fire,100.0,Random Forest v1,Random Forest probability,5,90,20,5,100.0,53.5,MODERATE,S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146,T43PHK,2026-06-01,1.55,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146.jpg,AVAILABLE
66,9.10966,77.81358,9.4,9.4,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,20,20,0,20,90.60240963855422,24.59,LOW,S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146,T43PHL,2026-06-01,22.24,0.0,True,GOOD,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146.jpg,AVAILABLE
67,9.15125,77.93436,7.45,7.45,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,20,20,0,20,71.80722891566266,21.77,LOW,S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146,T43PHL,2026-06-01,22.24,0.0,True,GOOD,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146.jpg,AVAILABLE
68,9.20556,77.69756,8.26,8.26,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,79.6144578313253,18.94,LOW,,,,,,,,,UNAVAILABLE
69,9.36995,78.53875,1.92,1.92,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,15,20,0,15,18.50602409638554,12.78,LOW,S2B_MSIL2A_20260601T050649_N0512_R019_T44PKR_20260601T085146,T44PKR,2026-06-01,11.7,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44PKR_20260601T085146.jpg,AVAILABLE
70,9.50213,77.67682,4.56,4.56,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,25,20,0,25,43.951807228915655,18.59,LOW,,,,,,,,,UNAVAILABLE
71,9.7819,78.17402,2.92,2.92,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,28.14457831325301,11.22,LOW,,,,,,,,,UNAVAILABLE
72,10.01787,79.16233,2.45,2.45,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,23.614457831325304,10.54,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44PKS_20260603T100112,T44PKS,2026-06-03,3.09,2.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44PKS_20260603T100112.jpg,AVAILABLE
73,10.87192,77.40308,2.01,2.01,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,20,20,0,20,19.373493975903614,13.91,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512,T43PGN,2026-06-28,23.94,27.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg,AVAILABLE
74,11.07592,77.71304,5.55,5.55,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,53.493975903614455,15.02,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512,T43PGN,2026-06-28,23.94,27.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg,AVAILABLE
75,11.15102,77.84016,1.99,1.99,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,19.180722891566266,9.88,LOW,S2A_MSIL2A_20260628T051241_N0512_R019_T43PHN_20260628T101512,T43PHN,2026-06-28,8.98,27.0,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PHN_20260628T101512.jpg,AVAILABLE
76,11.35966,78.69988,3.7,3.7,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,35.66265060240964,12.35,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44PKT_20260603T100112,T44PKT,2026-06-03,29.21,2.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44PKT_20260603T100112.jpg,AVAILABLE
77,12.09035,79.83438,8.453571428571427,21.47,14,6,3.33,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Industrial Fire,MEDIUM,Industrial Fire,49.0,Random Forest v1,Random Forest probability,30,90,20,30,100.0,58.5,MODERATE,S2A_MSIL2A_20260625T050241_N0512_R119_T44PLU_20260625T100609,T44PLU,2026-06-25,12.12,7.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260625T050241_N0512_R119_T44PLU_20260625T100609.jpg,AVAILABLE
78,12.14868,79.68005,5.66,5.66,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,54.55421686746988,15.18,LOW,S2B_MSIL2A_20260601T050649_N0512_R019_T44PLU_20260601T085146,T44PLU,2026-06-01,14.27,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44PLU_20260601T085146.jpg,AVAILABLE
79,12.18085,75.2274,5.32,5.32,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,43,20,0,43,51.27710843373494,23.29,LOW,,,,,,,,,UNAVAILABLE
80,12.37799,79.60699,2.47,2.47,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,8,20,0,8,23.80722891566265,12.17,LOW,S2B_MSIL2A_20260601T050649_N0512_R019_T44PLU_20260601T085146,T44PLU,2026-06-01,14.27,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44PLU_20260601T085146.jpg,AVAILABLE
81,12.47726,79.97165,3.65,4.29,2,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,41.34939759036145,13.2,LOW,S2B_MSIL2A_20260601T050649_N0512_R019_T44PLU_20260601T085146,T44PLU,2026-06-01,14.27,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44PLU_20260601T085146.jpg,AVAILABLE
82,12.49552,79.61105,4.59,4.59,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,44.24096385542168,13.64,LOW,S2B_MSIL2A_20260601T050649_N0512_R019_T44PLU_20260601T085146,T44PLU,2026-06-01,14.27,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44PLU_20260601T085146.jpg,AVAILABLE
83,13.6056,74.85854,2.95,2.95,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,28.43373493975904,11.27,LOW,S2A_MSIL2A_20260601T052241_N0512_R062_T43PDR_20260601T102012,T43PDR,2026-06-01,24.03,0.0,True,GOOD,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260601T052241_N0512_R062_T43PDR_20260601T102012.jpg,AVAILABLE
84,13.88893,76.13288,3.58,3.58,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,34.50602409638554,12.18,LOW,S2B_MSIL2A_20260604T051649_N0512_R062_T43PFR_20260604T090429,T43PFR,2026-06-04,16.65,3.0,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260604T051649_N0512_R062_T43PFR_20260604T090429.jpg,AVAILABLE
85,14.14362,75.48003,3.51,3.51,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,5,20,0,5,33.83132530120482,13.07,LOW,S2A_MSIL2A_20260601T052241_N0512_R062_T43PER_20260601T102012,T43PER,2026-06-01,10.45,0.0,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260601T052241_N0512_R062_T43PER_20260601T102012.jpg,AVAILABLE
86,14.21011,79.21223,3.99,3.99,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,38.45783132530121,12.77,LOW,S2C_MSIL2A_20260603T045701_N0512_R119_T44PLA_20260603T100112,T44PLA,2026-06-03,12.43,2.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44PLA_20260603T100112.jpg,AVAILABLE
87,14.30679,74.98023,2.3,2.3,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,22.16867469879518,10.33,LOW,S2A_MSIL2A_20260601T052241_N0512_R062_T43PDR_20260601T102012,T43PDR,2026-06-01,24.03,0.0,True,GOOD,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260601T052241_N0512_R062_T43PDR_20260601T102012.jpg,AVAILABLE
88,15.01179,75.97105,11.75,11.75,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Industrial Fire,MEDIUM,Industrial Fire,100.0,Random Forest v1,Random Forest probability,15,90,20,15,100.0,55.5,MODERATE,S2A_MSIL2A_20260601T052241_N0512_R062_T43PFS_20260601T102012,T43PFS,2026-06-01,21.81,0.0,True,GOOD,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260601T052241_N0512_R062_T43PFS_20260601T102012.jpg,AVAILABLE
89,15.1773,76.65784,2.321404682274248,8.65,299,45,49.43,0.5714285714285714,0.391304347826087,0.1801242236024844,STABLE,True,False,False,False,False,True,9.01,NORMAL / STABLE,Mining / Industrial Thermal,HIGH,Mining / Industrial Thermal,91.0,Random Forest v1,Random Forest probability,93,45,0,93,83.37349397590363,46.86,MODERATE,S2B_MSIL2A_20260714T051649_N0512_R062_T43PFS_20260714T090403,T43PFS,2026-07-14,18.57,45.0,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260714T051649_N0512_R062_T43PFS_20260714T090403.jpg,AVAILABLE
90,15.38521,74.40192,4.91,4.91,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,47.32530120481928,14.1,LOW,,,,,,,,,UNAVAILABLE
91,15.44417,78.58719,3.34,3.34,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,32.192771084337345,11.83,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T44PKC_20260606T100020,T44PKC,2026-06-06,13.73,5.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T44PKC_20260606T100020.jpg,AVAILABLE
92,15.46904,77.70084,7.65,7.65,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,73.73493975903614,18.06,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T43PGT_20260606T100020,T43PGT,2026-06-06,21.33,5.0,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T43PGT_20260606T100020.jpg,AVAILABLE
93,15.63259,77.82735,2.17,2.17,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,20.91566265060241,10.14,LOW,S2C_MSIL2A_20260606T050651_N0512_R019_T43PHT_20260606T100020,T43PHT,2026-06-06,13.48,5.0,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260606T050651_N0512_R019_T43PHT_20260606T100020.jpg,AVAILABLE
94,15.70891,75.1527,10.26,10.26,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,5,20,0,5,98.89156626506023,22.83,LOW,S2A_MSIL2A_20260601T052241_N0512_R062_T43PET_20260601T102012,T43PET,2026-06-01,23.37,0.0,True,GOOD,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260601T052241_N0512_R062_T43PET_20260601T102012.jpg,AVAILABLE
95,16.17299,76.35088,11.86,11.86,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,True,True,False,30.0,WATCH,Agricultural Burning,MEDIUM,Agricultural Burning,97.67,Random Forest v1,Random Forest probability,0,35,20,0,100.0,33.25,MODERATE,,,,,,,,,UNAVAILABLE
96,16.21095,77.90986,5.44,5.44,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,52.43373493975904,14.87,LOW,,,,,,,,,UNAVAILABLE
97,16.23831,78.06055,3.43,3.43,1,1,0.56,0.0,0.0,0.0,INACTIVE_RECENTLY,False,False,False,False,True,False,10.0,NORMAL / STABLE,Other / Unknown,LOW,Uncertain / Low Evidence,0.0,Insufficient evidence for supervised classification,Insufficient evidence,0,20,0,0,33.06024096385543,11.96,LOW,,,,,,,,,UNAVAILABLE
